"id","user_id","question_id","trade_id","created_at","updated_at","old_marginal","new_marginal"
3245,9841,566,83853,"2014-09-09 11:19:43.740986","2014-10-22 02:56:45.830367","[0.0071147354, 0.034408037, 0.16027966, 0.33841598, 0.45978162]","[0.0070259953, 0.037693612, 0.1658464, 0.34402502, 0.44540903]"
3246,59,566,83854,"2014-09-09 11:21:51.925142","2014-10-22 02:56:48.186517","[0.0070259953, 0.037693612, 0.1658464, 0.34402502, 0.44540903]","[0.007119757, 0.034222066, 0.15996458, 0.33809847, 0.46059504]"
3247,9842,217,83856,"2014-09-09 12:14:29.837269","2014-10-22 02:56:50.806543","[0.30001494, 0.50009984, 0.073848814, 0.067726955, 0.0583094]","[0.29383615, 0.48228922, 0.07683152, 0.07376438, 0.0732788]"
3248,372,401,83865,"2014-09-09 13:59:31.325285","2014-10-22 02:56:55.174524","[0.7920284, 0.20797147]","[0.80845964, 0.19154021]"
3249,372,687,83917,"2014-09-09 14:08:41.745306","2014-10-22 02:57:10.147008","[0.81999993, 0.18000007]","[0.84277797, 0.15722229]"
3250,372,399,83917,"2014-09-09 14:08:41.745306","2014-10-22 02:57:12.30144","[0.16567089, 0.74810386, 0.08622532]","[0.15017405, 0.7731473, 0.07667892]"
3251,372,399,83926,"2014-09-09 14:10:42.337277","2014-10-22 02:57:16.642594","[0.15497428, 0.76539004, 0.07963595]","[0.14540583, 0.7808526, 0.07374155]"
3252,45,687,83929,"2014-09-09 14:12:30.060877","2014-10-22 02:57:19.506042","[0.92999995, 0.07000001]","[0.9489118, 0.05108826]"
3253,45,399,83929,"2014-09-09 14:12:30.060877","2014-10-22 02:57:21.631334","[0.14850399, 0.7758459, 0.07565011]","[0.122246295, 0.81827897, 0.059474785]"
3254,45,399,83937,"2014-09-09 14:18:48.54838","2014-10-22 02:57:26.522561","[0.12473958, 0.8142494, 0.06101071]","[0.14540583, 0.78085244, 0.073741585]"
3255,45,399,83939,"2014-09-09 14:20:04.791498","2014-10-22 02:57:29.187535","[0.1488117, 0.7753489, 0.07583967]","[0.16243492, 0.7533333, 0.0842319]"
3256,45,399,83940,"2014-09-09 14:20:27.588848","2014-10-22 02:57:31.546597","[0.16243492, 0.7533333, 0.0842319]","[0.15562335, 0.764341, 0.080035806]"
3257,296,341,84083,"2014-09-09 14:40:28.825768","2014-10-22 02:58:09.206889","[0.7799997, 0.22000012]","[0.79854786, 0.2014521]"
3258,176,399,84086,"2014-09-09 14:41:15.770027","2014-10-22 02:58:12.114898","[0.16107258, 0.7555349, 0.08339255]","[0.17742048, 0.7291163, 0.093463205]"
3708,296,338,87227,"2014-09-30 14:24:01.18155","2014-10-22 03:31:19.498683","[0.7664802, 0.23352]","[0.7805984, 0.21940169]"
3259,296,337,84087,"2014-09-09 14:41:28.78734","2014-10-22 02:58:14.511345","[0.0010268199, 0.008255867, 0.01155703, 0.20472644, 0.7744336]","[0.0010081435, 0.0077081923, 0.009373621, 0.18488197, 0.79702806]"
3260,296,338,84087,"2014-09-09 14:41:28.78734","2014-10-22 02:58:16.658977","[0.7699999, 0.22999988]","[0.81144845, 0.18855163]"
3261,296,217,84121,"2014-09-09 14:54:08.715123","2014-10-22 02:58:27.306468","[0.3182913, 0.45999992, 0.076088205, 0.07305071, 0.07256985]","[0.31915522, 0.4716318, 0.07396369, 0.068651415, 0.066597775]"
3262,101,132,84136,"2014-09-09 15:43:48.071296","2014-10-22 02:58:33.414657","[0.2586625, 0.7413375]","[0.23313051, 0.7668694]"
3263,45,132,84143,"2014-09-09 15:56:09.53544","2014-10-22 02:58:37.294659","[0.23313054, 0.76686937]","[0.24450026, 0.7554997]"
3264,9824,217,84195,"2014-09-10 00:01:04.895734","2014-10-22 02:58:52.358913","[0.31940433, 0.47193676, 0.073891856, 0.06860212, 0.066165015]","[0.3083832, 0.43993363, 0.079491824, 0.07994826, 0.09224303]"
3265,2075,217,84199,"2014-09-10 00:01:13.471758","2014-10-22 02:58:57.638947","[0.32789928, 0.466441, 0.08521412, 0.08617162, 0.03427391]","[0.33175185, 0.4836823, 0.0801177, 0.076923676, 0.027524488]"
3266,9830,217,84202,"2014-09-10 00:01:23.543747","2014-10-22 02:59:00.522705","[0.3303378, 0.47735414, 0.081988275, 0.080318004, 0.030001776]","[0.32768402, 0.4654777, 0.085498884, 0.086688355, 0.034651037]"
3267,9823,217,84206,"2014-09-10 00:01:31.659803","2014-10-22 02:59:03.666459","[0.33214456, 0.47332272, 0.082073614, 0.08293437, 0.029524686]","[0.32889697, 0.46236378, 0.08563942, 0.08867864, 0.034421124]"
3268,2075,217,84208,"2014-09-10 00:04:29.219621","2014-10-22 02:59:06.326989","[0.32889697, 0.46236378, 0.08563942, 0.08867864, 0.034421124]","[0.33467188, 0.48185122, 0.07929862, 0.07846403, 0.025714165]"
3269,9844,217,84248,"2014-09-10 12:02:40.175496","2014-10-22 02:59:18.407038","[0.35910606, 0.45010003, 0.08425401, 0.07952247, 0.027017543]","[0.36662394, 0.47140586, 0.081494525, 0.061246585, 0.019229095]"
3270,5282,217,84250,"2014-09-10 12:24:15.535725","2014-10-22 02:59:21.05049","[0.3633283, 0.46206596, 0.082704216, 0.06925823, 0.022643339]","[0.35945562, 0.45109078, 0.084125675, 0.07867253, 0.026655333]"
3271,367,410,84259,"2014-09-10 12:38:55.715817","2014-10-22 02:59:25.438431","[0.8367326, 0.1632679]","[0.851261, 0.14873922]"
3272,9830,217,84354,"2014-09-11 00:00:28.651617","2014-10-22 02:59:51.078327","[0.36138156, 0.45679453, 0.08312431, 0.07420818, 0.024491508]","[0.35506752, 0.43565264, 0.08933582, 0.08668157, 0.03326251]"
3273,9824,217,84358,"2014-09-11 00:00:54.479611","2014-10-22 02:59:54.166396","[0.35506752, 0.43565264, 0.08933582, 0.08668157, 0.03326251]","[0.35015887, 0.4192166, 0.09416475, 0.09637855, 0.040081214]"
3274,9823,217,84372,"2014-09-11 00:01:39.00357","2014-10-22 03:00:01.863521","[0.26799446, 0.33023053, 0.06212699, 0.059912004, 0.279736]","[0.24853581, 0.3016783, 0.061276477, 0.061246064, 0.32726333]"
3275,2283,217,84373,"2014-09-11 00:01:44.640983","2014-10-22 03:00:04.258604","[0.24853581, 0.3016783, 0.061276477, 0.061246064, 0.32726333]","[0.29210582, 0.3656099, 0.06318087, 0.05825895, 0.22084437]"
3276,2283,217,84374,"2014-09-11 00:02:31.75982","2014-10-22 03:00:06.662313","[0.29210582, 0.3656099, 0.06318087, 0.05825895, 0.22084437]","[0.29917333, 0.37760156, 0.06406951, 0.05512177, 0.20403373]"
3277,2283,217,84376,"2014-09-11 00:03:24.568159","2014-10-22 03:00:09.315125","[0.29917333, 0.37760156, 0.06406951, 0.05512177, 0.20403373]","[0.2824598, 0.35871825, 0.06327697, 0.052825246, 0.24271977]"
3278,2283,217,84377,"2014-09-11 00:03:54.228023","2014-10-22 03:00:11.731193","[0.2824598, 0.35871825, 0.06327697, 0.052825246, 0.24271977]","[0.27278087, 0.34319204, 0.062183797, 0.056202523, 0.2656408]"
3279,2283,217,84378,"2014-09-11 00:04:13.50731","2014-10-22 03:00:14.107425","[0.27278087, 0.34319204, 0.062183797, 0.056202523, 0.2656408]","[0.2908903, 0.37128508, 0.06293631, 0.054095138, 0.22079314]"
3280,176,566,84396,"2014-09-11 00:20:00.391503","2014-10-22 03:00:20.782481","[0.0081746755, 0.041307002, 0.17838413, 0.27887222, 0.49326196]","[0.009209518, 0.04653333, 0.20092426, 0.31401914, 0.42931384]"
3281,4769,374,84431,"2014-09-11 08:59:57.843635","2014-10-22 03:00:31.646887","[0.70184386, 0.29815626]","[0.71259207, 0.28740796]"
3282,4769,374,84433,"2014-09-11 09:01:11.295849","2014-10-22 03:00:34.922848","[0.7077712, 0.2922291]","[0.6976377, 0.30236235]"
3283,85,337,84441,"2014-09-11 09:05:07.66257","2014-10-22 03:00:39.083134","[0.0010081436, 0.0077081933, 0.009373622, 0.18488199, 0.79702795]","[0.0010219015, 0.00811163, 0.010981985, 0.19950005, 0.7803845]"
3284,85,338,84441,"2014-09-11 09:05:07.66257","2014-10-22 03:00:41.233274","[0.8114483, 0.18855165]","[0.78091645, 0.21908368]"
3285,296,337,84460,"2014-09-11 09:15:34.38774","2014-10-22 03:00:50.230929","[0.0010219015, 0.00811163, 0.010981985, 0.19950005, 0.7803845]","[0.0010104366, 0.007775433, 0.009641681, 0.18731834, 0.79425406]"
3286,296,338,84460,"2014-09-11 09:15:34.38774","2014-10-22 03:00:52.451513","[0.7809164, 0.21908367]","[0.80635965, 0.19364032]"
3287,296,374,84461,"2014-09-11 09:15:49.391685","2014-10-22 03:00:54.839171","[0.7131841, 0.28681603]","[0.7026451, 0.29735488]"
3288,4769,374,84464,"2014-09-11 09:22:13.963974","2014-10-22 03:00:57.714584","[0.7026451, 0.29735485]","[0.71484053, 0.28515935]"
3289,9848,217,84478,"2014-09-11 10:12:23.488121","2014-10-22 03:01:03.42732","[0.46010002, 0.33266833, 0.05778321, 0.04940851, 0.10003991]","[0.47944427, 0.34237987, 0.05619456, 0.05003572, 0.07194557]"
3290,296,217,84479,"2014-09-11 10:12:57.325661","2014-10-22 03:01:05.830993","[0.47944427, 0.34237987, 0.05619456, 0.05003572, 0.07194557]","[0.4561093, 0.3270061, 0.057719804, 0.052718736, 0.10644613]"
3291,4769,853,84483,"2014-09-11 10:27:21.764444","2014-10-22 03:01:11.158578","[0.21000011, 0.7899999]","[0.1558085, 0.84419155]"
3292,296,374,84498,"2014-09-11 11:07:40.803636","2014-10-22 03:01:21.270675","[0.7081488, 0.2918515]","[0.71838343, 0.28161645]"
3293,45,386,84505,"2014-09-11 11:17:19.877999","2014-10-22 03:01:25.131155","[0.92886215, 0.07113762]","[0.91801757, 0.08198247]"
3294,45,132,84528,"2014-09-11 14:17:44.53982","2014-10-22 03:01:42.254649","[0.24058124, 0.75941867]","[0.16404958, 0.83595043]"
3295,296,374,84535,"2014-09-11 14:26:40.751665","2014-10-22 03:01:50.37069","[0.6966104, 0.30339023]","[0.67456096, 0.3254391]"
3296,5122,132,84540,"2014-09-11 14:27:41.939323","2014-10-22 03:01:53.742816","[0.17024103, 0.8297595]","[0.21926165, 0.7807384]"
3297,85,338,84556,"2014-09-11 17:20:42.073113","2014-10-22 03:02:04.194565","[0.8063596, 0.19364034]","[0.79109377, 0.20890638]"
3298,85,853,84558,"2014-09-11 17:23:21.427793","2014-10-22 03:02:06.827129","[0.2, 0.79999995]","[0.52923256, 0.4707674]"
3299,4769,853,84563,"2014-09-11 18:31:37.104539","2014-10-22 03:02:10.219817","[0.52923256, 0.4707674]","[0.28679833, 0.7132017]"
3300,4769,317,84564,"2014-09-11 18:33:08.728109","2014-10-22 03:02:12.610343","[0.45343614, 0.23815744, 0.21601897, 0.061692942, 0.030694582]","[0.29354805, 0.30782637, 0.27921164, 0.079740174, 0.039673764]"
3301,4769,853,84565,"2014-09-11 18:33:29.055423","2014-10-22 03:02:14.994608","[0.060000002, 0.93999994]","[0.077707365, 0.9222926]"
3302,4769,853,84569,"2014-09-11 18:35:16.536294","2014-10-22 03:02:18.126623","[0.09088643, 0.9091135]","[0.07770737, 0.92229265]"
3303,4769,853,84571,"2014-09-11 18:35:55.89544","2014-10-22 03:02:20.754472","[0.07770737, 0.92229265]","[0.06290942, 0.93709064]"
3304,296,317,84574,"2014-09-11 18:37:47.063223","2014-10-22 03:02:23.626495","[0.30872247, 0.29166612, 0.26544338, 0.08266699, 0.051501118]","[0.34834856, 0.27494693, 0.25022736, 0.07792827, 0.04854892]"
3305,4769,317,84575,"2014-09-11 18:37:58.399891","2014-10-22 03:02:26.010888","[0.34834856, 0.27494693, 0.25022736, 0.07792827, 0.04854892]","[0.4038759, 0.25151864, 0.22890542, 0.07128798, 0.044412058]"
3306,4769,853,84580,"2014-09-11 18:57:21.907433","2014-10-22 03:02:29.395144","[0.18683203, 0.813168]","[0.1744827, 0.82551736]"
3307,9850,217,84584,"2014-09-11 19:48:17.983667","2014-10-22 03:02:32.507529","[0.45050752, 0.32390118, 0.05814857, 0.052812222, 0.11463061]","[0.43432736, 0.3045204, 0.060272157, 0.058176044, 0.14270407]"
3308,296,217,84585,"2014-09-11 19:49:07.465058","2014-10-22 03:02:34.894369","[0.43432736, 0.3045204, 0.060272157, 0.058176044, 0.14270407]","[0.45356488, 0.3233254, 0.058072183, 0.05354023, 0.11149736]"
3309,9851,217,84586,"2014-09-11 23:03:56.327167","2014-10-22 03:02:37.270571","[0.45356488, 0.3233254, 0.058072183, 0.05354023, 0.11149736]","[0.43648928, 0.30411327, 0.060218148, 0.058690827, 0.14048854]"
3310,176,217,84589,"2014-09-11 23:05:32.828311","2014-10-22 03:02:40.194847","[0.4391719, 0.3071316, 0.059880998, 0.057881635, 0.13593386]","[0.45040315, 0.3197681, 0.058469523, 0.0544939, 0.116865315]"
3311,2075,337,84594,"2014-09-12 00:52:42.280846","2014-10-22 03:02:43.586749","[0.0010173159, 0.007977154, 0.010445867, 0.19462743, 0.7859325]","[0.0010310735, 0.008380586, 0.012054225, 0.20924543, 0.76928866]"
3312,2075,338,84594,"2014-09-12 00:52:42.280846","2014-10-22 03:02:45.730985","[0.7910938, 0.20890638]","[0.7605616, 0.23943833]"
3313,2075,338,84595,"2014-09-12 00:56:13.86881","2014-10-22 03:02:48.114838","[0.7605616, 0.23943833]","[0.77582777, 0.22417237]"
3314,2283,337,84598,"2014-09-12 02:11:19.813499","2014-10-22 03:02:51.018338","[0.0010241948, 0.008178871, 0.011250049, 0.20193645, 0.7776106]","[0.0010379524, 0.008582303, 0.012858405, 0.21655443, 0.760967]"
3315,2283,338,84598,"2014-09-12 02:11:19.813499","2014-10-22 03:02:53.170321","[0.77582777, 0.2241724]","[0.74529576, 0.2547043]"
3316,296,337,84602,"2014-09-12 02:38:25.720635","2014-10-22 03:02:56.314857","[0.0010362577, 0.008532608, 0.012660287, 0.21475379, 0.76301706]","[0.0010196086, 0.008044389, 0.010713922, 0.1970637, 0.7831583]"
3317,296,338,84602,"2014-09-12 02:38:25.720635","2014-10-22 03:02:58.467196","[0.76, 0.23999996]","[0.7962268, 0.20377322]"
3318,201,164,84616,"2014-09-12 05:25:19.087615","2014-10-22 03:03:04.07503","[0.3217032, 0.25179052, 0.2371896, 0.18931676]","[0.2637055, 0.27280438, 0.25785488, 0.20563531]"
3319,201,341,84629,"2014-09-12 05:34:08.379332","2014-10-22 03:03:09.414616","[0.83000016, 0.16999999]","[0.84166586, 0.15833409]"
3320,45,372,84638,"2014-09-12 08:28:21.562893","2014-10-22 03:03:13.802862","[0.9250042, 0.07499588]","[0.9487249, 0.051275305]"
3321,45,374,84638,"2014-09-12 08:28:21.562893","2014-10-22 03:03:15.977098","[0.67598844, 0.3240117]","[0.68613416, 0.31386602]"
3322,9854,217,84678,"2014-09-12 18:14:29.54746","2014-10-22 03:03:28.819432","[0.45040312, 0.31976804, 0.058469523, 0.054493904, 0.11686533]","[0.4412176, 0.30943322, 0.059623916, 0.057264596, 0.13246073]"
3323,296,217,84679,"2014-09-12 18:19:10.587618","2014-10-22 03:03:31.223251","[0.4412176, 0.30943322, 0.059623916, 0.057264596, 0.13246073]","[0.45143783, 0.3217139, 0.05826968, 0.053918492, 0.1146602]"
3324,9850,217,84684,"2014-09-13 00:00:22.944273","2014-10-22 03:03:35.246811","[0.45143783, 0.3217139, 0.05826968, 0.053918492, 0.1146602]","[0.4264016, 0.29319674, 0.061447196, 0.061587635, 0.15736683]"
3325,9830,217,84694,"2014-09-13 00:00:44.603508","2014-10-22 03:03:41.998931","[0.31707332, 0.22190969, 0.043358188, 0.0419147, 0.3757442]","[0.30293414, 0.20956491, 0.042895157, 0.04249119, 0.4021146]"
3326,923,337,84697,"2014-09-13 00:00:59.563673","2014-10-22 03:03:44.899417","[0.0010169339, 0.00796595, 0.010401206, 0.19422151, 0.78639436]","[0.0010063115, 0.0076544536, 0.0091593675, 0.18293475, 0.7992453]"
3327,923,338,84697,"2014-09-13 00:00:59.563673","2014-10-22 03:03:47.025589","[0.8231133, 0.17688666]","[0.8450746, 0.15492558]"
3328,9823,217,84701,"2014-09-13 00:01:07.635156","2014-10-22 03:03:50.150611","[0.30293414, 0.20956491, 0.042895157, 0.04249119, 0.4021146]","[0.29586452, 0.20339252, 0.04266364, 0.04277944, 0.41529983]"
3329,923,374,84702,"2014-09-13 00:01:08.331701","2014-10-22 03:03:52.891264","[0.6993951, 0.30060473]","[0.68482083, 0.3151792]"
3330,9824,217,84703,"2014-09-13 00:01:12.499476","2014-10-22 03:03:55.259881","[0.29586452, 0.20339252, 0.04266364, 0.04277944, 0.41529983]","[0.27888995, 0.18857215, 0.042107757, 0.043471538, 0.44695854]"
3331,2075,217,84705,"2014-09-13 00:01:18.963487","2014-10-22 03:03:57.907384","[0.27888995, 0.18857215, 0.042107757, 0.043471538, 0.44695854]","[0.3307911, 0.22577925, 0.044259638, 0.045167275, 0.35400274]"
3332,176,217,84719,"2014-09-13 00:02:09.62796","2014-10-22 03:04:03.522833","[0.3307911, 0.22577925, 0.044259638, 0.045167275, 0.35400274]","[0.3496793, 0.24041003, 0.044981956, 0.045271825, 0.31965694]"
3333,296,372,84729,"2014-09-13 00:18:37.403521","2014-10-22 03:04:08.311198","[0.94867134, 0.051328894]","[0.9350035, 0.06499643]"
3334,296,337,84734,"2014-09-13 00:20:22.555456","2014-10-22 03:04:11.711445","[0.0010063123, 0.0076544615, 0.009159374, 0.18293485, 0.79924566]","[0.0010150232, 0.007909915, 0.010177799, 0.19219103, 0.78870636]"
3335,296,338,84734,"2014-09-13 00:20:22.555456","2014-10-22 03:04:13.853729","[0.84507495, 0.15492566]","[0.8270643, 0.17293583]"
3336,296,217,84739,"2014-09-13 00:21:22.573171","2014-10-22 03:04:17.226965","[0.35212967, 0.24147682, 0.04509291, 0.0440394, 0.31726122]","[0.3682459, 0.26726696, 0.045048647, 0.040110927, 0.2793275]"
3337,8935,338,84751,"2014-09-13 00:47:24.423186","2014-10-22 03:04:22.355155","[0.82706434, 0.17293584]","[0.81284267, 0.18715736]"
3338,8935,217,84752,"2014-09-13 00:48:24.036861","2014-10-22 03:04:24.723193","[0.3682459, 0.26726696, 0.045048647, 0.040110927, 0.2793275]","[0.3768931, 0.27486575, 0.045332883, 0.039778765, 0.26312944]"
3339,4769,372,84769,"2014-09-13 09:03:11.232015","2014-10-22 03:04:31.095436","[0.93500376, 0.06499643]","[0.9212824, 0.078717545]"
3340,296,164,84777,"2014-09-13 14:38:54.943512","2014-10-22 03:04:35.198929","[0.2637055, 0.27280438, 0.25785488, 0.20563531]","[0.30230087, 0.2604323, 0.24318087, 0.19408602]"
3341,296,44,84778,"2014-09-13 14:39:09.959387","2014-10-22 03:04:37.566898","[0.1448946, 0.7954363, 0.037803944, 0.019378643, 0.0024867514]","[0.15767813, 0.77878827, 0.04212509, 0.01897299, 0.0024355662]"
3342,296,46,84778,"2014-09-13 14:39:09.959387","2014-10-22 03:04:39.710633","[0.052349117, 0.052315593, 0.810407, 0.028499447, 0.05642902]","[0.0602476, 0.05963184, 0.7920288, 0.02830514, 0.05978662]"
3343,296,217,84779,"2014-09-13 14:39:24.948742","2014-10-22 03:04:42.090666","[0.38397816, 0.2773768, 0.04610269, 0.039457593, 0.2530848]","[0.36869016, 0.26801658, 0.04502503, 0.04009395, 0.27817428]"
3344,9685,374,84799,"2014-09-14 00:00:12.663097","2014-10-22 03:04:49.183118","[0.67309046, 0.32690942]","[0.689011, 0.310989]"
3345,923,374,84803,"2014-09-14 00:00:34.999731","2014-10-22 03:04:52.29482","[0.68901086, 0.31098893]","[0.6744444, 0.32555565]"
3346,923,337,84804,"2014-09-14 00:00:35.759725","2014-10-22 03:04:54.667294","[0.0010219027, 0.008111633, 0.010981988, 0.19950008, 0.78038436]","[0.0010098267, 0.0077575105, 0.009570213, 0.1866688, 0.7949937]"
3347,923,338,84804,"2014-09-14 00:00:35.759725","2014-10-22 03:04:56.796372","[0.8128426, 0.18715738]","[0.83780897, 0.1621911]"
3348,2299,566,84805,"2014-09-14 00:00:36.476009","2014-10-22 03:04:59.171056","[0.009802139, 0.05071616, 0.12934408, 0.26009998, 0.55003756]","[0.01018285, 0.052685656, 0.13436526, 0.27005267, 0.53271353]"
3349,9850,217,84809,"2014-09-14 00:01:14.004691","2014-10-22 03:05:02.294578","[0.38303223, 0.27844012, 0.046774834, 0.041652806, 0.25010002]","[0.33100984, 0.23171113, 0.04557937, 0.04446839, 0.3472312]"
3350,296,217,84819,"2014-09-14 00:03:31.451197","2014-10-22 03:05:06.90683","[0.33100984, 0.23171113, 0.04557937, 0.04446839, 0.3472312]","[0.3721709, 0.2690098, 0.04649028, 0.042027548, 0.27030155]"
3351,2315,217,84820,"2014-09-14 00:04:35.299655","2014-10-22 03:05:09.270986","[0.3721709, 0.2690098, 0.04649028, 0.042027548, 0.27030155]","[0.36206958, 0.262657, 0.046104077, 0.04140215, 0.28776726]"
3352,2315,217,84823,"2014-09-14 00:05:23.919835","2014-10-22 03:05:12.155453","[0.36206958, 0.262657, 0.046104077, 0.04140215, 0.28776726]","[0.37261432, 0.272465, 0.04632553, 0.040678564, 0.26791656]"
3353,2315,566,84827,"2014-09-14 00:08:54.187743","2014-10-22 03:05:15.271179","[0.0121452715, 0.059517168, 0.1517878, 0.1901, 0.5864498]","[0.012791376, 0.06268293, 0.15985906, 0.2000818, 0.5645849]"
3354,2315,338,84830,"2014-09-14 00:11:09.716231","2014-10-22 03:05:18.142666","[0.83780897, 0.1621911]","[0.82706404, 0.17293587]"
3355,2315,566,84832,"2014-09-14 00:13:52.055583","2014-10-22 03:05:20.778934","[0.01309221, 0.06415714, 0.14010005, 0.20478745, 0.5778631]","[0.013987354, 0.06854316, 0.14967513, 0.21862072, 0.54917353]"
3356,9858,217,84835,"2014-09-14 02:57:07.623571","2014-10-22 03:05:23.654626","[0.41120672, 0.3007943, 0.05171621, 0.046182737, 0.19009995]","[0.47779343, 0.29585004, 0.048110258, 0.034996677, 0.14324969]"
3357,296,217,84840,"2014-09-14 03:09:39.740446","2014-10-22 03:05:27.0733","[0.47779343, 0.29585004, 0.048110258, 0.034996677, 0.14324969]","[0.41193008, 0.29393348, 0.052135434, 0.04760317, 0.19439779]"
3358,45,772,84853,"2014-09-14 11:05:40.647695","2014-10-22 03:05:32.415535","[0.25203228, 0.74796784]","[0.2693818, 0.73061824]"
3359,2299,217,84893,"2014-09-14 14:54:25.491257","2014-10-22 03:05:55.09069","[0.41193008, 0.29393348, 0.052135434, 0.04760317, 0.19439779]","[0.41987363, 0.30150467, 0.051937442, 0.046529084, 0.1801552]"
3360,2299,217,84894,"2014-09-14 14:54:56.40205","2014-10-22 03:05:57.42682","[0.41987363, 0.30150467, 0.051937442, 0.046529084, 0.1801552]","[0.41365677, 0.29773653, 0.05190699, 0.046232305, 0.19046737]"
3361,2299,853,84897,"2014-09-14 14:59:12.829343","2014-10-22 03:06:00.59468","[0.1867073, 0.8132926]","[0.19769746, 0.8023025]"
3362,9859,217,84900,"2014-09-14 16:06:25.091652","2014-10-22 03:06:03.438903","[0.41365677, 0.29773653, 0.05190699, 0.046232305, 0.19046737]","[0.38850376, 0.27313077, 0.052588254, 0.049966533, 0.23581071]"
3363,9860,217,84903,"2014-09-14 20:03:42.012135","2014-10-22 03:06:06.270778","[0.38850376, 0.27313077, 0.052588254, 0.049966533, 0.23581071]","[0.37246165, 0.25743765, 0.05302275, 0.052348148, 0.26472983]"
3364,4769,217,84904,"2014-09-14 21:02:59.475501","2014-10-22 03:06:08.647149","[0.37246165, 0.25743765, 0.05302275, 0.052348148, 0.26472983]","[0.4041347, 0.2884216, 0.052164894, 0.047645967, 0.20763288]"
3365,4769,317,84908,"2014-09-14 21:56:15.787706","2014-10-22 03:06:11.750819","[0.3701, 0.27226847, 0.24588087, 0.075385645, 0.036365025]","[0.38067758, 0.26772046, 0.24173146, 0.074117295, 0.035753187]"
3366,9858,217,84919,"2014-09-15 00:00:23.179516","2014-10-22 03:06:18.762633","[0.4039964, 0.28842545, 0.052172408, 0.047669314, 0.20773639]","[0.4719214, 0.2865417, 0.048477888, 0.036191024, 0.15686807]"
3367,9860,217,84922,"2014-09-15 00:00:32.515482","2014-10-22 03:06:21.639055","[0.4719214, 0.2865417, 0.048477888, 0.036191024, 0.15686807]","[0.4196274, 0.26012498, 0.050565787, 0.044459347, 0.22522238]"
3368,9850,217,84924,"2014-09-15 00:00:39.707579","2014-10-22 03:06:24.298692","[0.4196274, 0.26012498, 0.050565787, 0.044459347, 0.22522238]","[0.3802956, 0.2402563, 0.05213617, 0.050678216, 0.27663377]"
3369,2075,217,84933,"2014-09-15 00:01:12.343716","2014-10-22 03:06:28.670446","[0.3802956, 0.2402563, 0.05213617, 0.050678216, 0.27663377]","[0.41231456, 0.26778528, 0.052207425, 0.050890498, 0.21680218]"
3370,9859,217,84936,"2014-09-15 00:01:41.705897","2014-10-22 03:06:31.525541","[0.41231456, 0.26778528, 0.052207425, 0.050890498, 0.21680218]","[0.37570179, 0.24437244, 0.053084694, 0.054394864, 0.27244622]"
3371,2299,217,84937,"2014-09-15 00:07:18.36314","2014-10-22 03:06:33.907611","[0.37570179, 0.24437244, 0.053084694, 0.054394864, 0.27244622]","[0.3910926, 0.25421444, 0.052715924, 0.052921746, 0.2490553]"
3372,2299,217,84939,"2014-09-15 00:08:34.540041","2014-10-22 03:06:36.551511","[0.3910926, 0.25421444, 0.052715924, 0.052921746, 0.2490553]","[0.38021454, 0.25322074, 0.053301662, 0.0548751, 0.258388]"
3373,2075,217,84940,"2014-09-15 00:09:22.991504","2014-10-22 03:06:38.927245","[0.38021454, 0.25322074, 0.053301662, 0.0548751, 0.258388]","[0.41068786, 0.2761728, 0.052760426, 0.052488476, 0.20789051]"
3374,2315,217,84942,"2014-09-15 00:10:07.470006","2014-10-22 03:06:41.56156","[0.41064656, 0.27806324, 0.05254305, 0.05219795, 0.20654921]","[0.38167432, 0.25366485, 0.052834474, 0.05269676, 0.2591296]"
3375,2075,217,84944,"2014-09-15 00:10:41.025267","2014-10-22 03:06:44.203801","[0.38167432, 0.25366485, 0.052834474, 0.05269676, 0.2591296]","[0.39023495, 0.26030603, 0.05281262, 0.052635305, 0.24401109]"
3376,8935,217,84945,"2014-09-15 00:12:38.75348","2014-10-22 03:06:46.598933","[0.39023495, 0.26030603, 0.05281262, 0.052635305, 0.24401109]","[0.39773136, 0.2658967, 0.05264215, 0.051873572, 0.23185627]"
3377,8935,217,84947,"2014-09-15 00:13:49.599979","2014-10-22 03:06:49.22663","[0.39773136, 0.2658967, 0.05264215, 0.051873572, 0.23185627]","[0.38037586, 0.25240263, 0.052666146, 0.051903248, 0.26265207]"
3378,9638,217,84963,"2014-09-15 00:24:01.739434","2014-10-22 03:06:55.334454","[0.38704997, 0.2575918, 0.052656922, 0.051891826, 0.2508095]","[0.41409194, 0.2776048, 0.05193787, 0.048657104, 0.20770836]"
3379,9638,217,84964,"2014-09-15 00:24:32.18215","2014-10-22 03:06:57.711191","[0.41409194, 0.2776048, 0.05193787, 0.048657104, 0.20770836]","[0.40382853, 0.27748466, 0.052508183, 0.050494887, 0.2156837]"
3380,296,217,84972,"2014-09-15 01:14:34.967718","2014-10-22 03:07:01.806517","[0.40382853, 0.27748466, 0.052508183, 0.050494887, 0.2156837]","[0.41071373, 0.29246524, 0.052193843, 0.047922112, 0.1967051]"
3381,9864,217,84973,"2014-09-15 03:22:04.603684","2014-10-22 03:07:04.186815","[0.41071373, 0.29246524, 0.052193843, 0.047922112, 0.1967051]","[0.421846, 0.29198265, 0.05157244, 0.045983836, 0.18861504]"
